[Subject]	
[Date]	05/30/2016
[Time]	17:35:24
[Channels]	27
[Rate]	1000.000000
[Type]	Average
[Points]	1351
[Xmin]	-100.00000
[Sweeps]	5047
[Accepted]	79
[Rejected]	4968
[Domain]	Time
[Rows]	Points																									
[Electrode Labels]																											
[FP2]	        [AF4]	        [F2]	        [F4]	        [F6]	        [F8]	        [FC2]	        [FC4]	        [FC6]	        [FT8]	        [C2]	        [C4]	        [C6]	        [T8]	        [CP2]	        [CP4]	        [CP6]	        [TP8]	        [P2]	        [P4]	        [P6]	        [P8]	        [PO4]	        [PO6]	        [PO8]	        [O2]	        [CB2]	
[Electrode XUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Electrode YUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Average Data]
-0.55555 	-0.69690 	-0.72970 	-0.77660 	-0.49465 	-0.53605 	-0.71150 	-0.66170 	-0.59620 	-0.11950 	-0.30445 	-0.29025 	-0.60165 	0.21660 	0.17855 	-0.06910 	-0.06730 	-0.01200 	0.25605 	0.23395 	0.19100 	0.29525 	0.72600 	0.74260 	0.79340 	0.80220 	0.53465 
-0.54220 	-0.68215 	-0.72335 	-0.78325 	-0.50970 	-0.52475 	-0.70785 	-0.69005 	-0.60575 	-0.09540 	-0.31135 	-0.33095 	-0.63140 	0.27095 	0.16180 	-0.09090 	-0.05305 	0.12155 	0.25495 	0.23275 	0.22420 	0.37780 	0.75740 	0.78020 	0.83665 	0.83025 	0.56135 
-0.53100 	-0.66595 	-0.71980 	-0.79460 	-0.52980 	-0.51800 	-0.70830 	-0.72395 	-0.61945 	-0.07985 	-0.32315 	-0.37860 	-0.66255 	0.30330 	0.13835 	-0.11855 	-0.04775 	0.23250 	0.24820 	0.22560 	0.25205 	0.44755 	0.78095 	0.81110 	0.87115 	0.85105 	0.58340 
-0.52245 	-0.64940 	-0.71890 	-0.80945 	-0.55360 	-0.51590 	-0.71200 	-0.76090 	-0.63570 	-0.07345 	-0.33855 	-0.43030 	-0.69380 	0.31425 	0.10910 	-0.15075 	-0.05075 	0.31900 	0.23650 	0.21305 	0.27470 	0.50345 	0.79710 	0.83565 	0.89720 	0.86455 	0.60005 
-0.51680 	-0.63365 	-0.71995 	-0.82630 	-0.57995 	-0.51850 	-0.71790 	-0.79810 	-0.65320 	-0.07655 	-0.35605 	-0.48305 	-0.72325 	0.30525 	0.07550 	-0.18585 	-0.06065 	0.38050 	0.22070 	0.19615 	0.29265 	0.54515 	0.80665 	0.85445 	0.91545 	0.87130 	0.61105 
-0.51420 	-0.61980 	-0.72240 	-0.84350 	-0.60800 	-0.52595 	-0.72475 	-0.83245 	-0.67095 	-0.08955 	-0.37400 	-0.53365 	-0.74920 	0.27845 	0.03925 	-0.22210 	-0.07555 	0.41735 	0.20205 	0.17600 	0.30650 	0.57295 	0.81065 	0.86860 	0.92690 	0.87215 	0.61655 
-0.51445 	-0.60875 	-0.72555 	-0.85945 	-0.63730 	-0.53815 	-0.73135 	-0.86100 	-0.68835 	-0.11300 	-0.39075 	-0.57915 	-0.77000 	0.23670 	0.00210 	-0.25745 	-0.09360 	0.43115 	0.18180 	0.15410 	0.31725 	0.58770 	0.81045 	0.87895 	0.93250 	0.86815 	0.61715 
-0.51735 	-0.60120 	-0.72880 	-0.87270 	-0.66740 	-0.55475 	-0.73650 	-0.88155 	-0.70500 	-0.14715 	-0.40485 	-0.61710 	-0.78440 	0.18290 	-0.03460 	-0.29015 	-0.11300 	0.42455 	0.16100 	0.13150 	0.32580 	0.59065 	0.80730 	0.88680 	0.93365 	0.86030 	0.61385 
-0.52235 	-0.59750 	-0.73180 	-0.88205 	-0.69800 	-0.57510 	-0.73955 	-0.89215 	-0.72070 	-0.19245 	-0.41530 	-0.64580 	-0.79165 	0.12020 	-0.06975 	-0.31905 	-0.13215 	0.40100 	0.14050 	0.10915 	0.33280 	0.58365 	0.80225 	0.89275 	0.93160 	0.84960 	0.60735 
-0.52875 	-0.59785 	-0.73415 	-0.88645 	-0.72865 	-0.59810 	-0.73990 	-0.89185 	-0.73520 	-0.24890 	-0.42175 	-0.66440 	-0.79135 	0.05155 	-0.10270 	-0.34330 	-0.15025 	0.36465 	0.12095 	0.08750 	0.33875 	0.56845 	0.79605 	0.89745 	0.92765 	0.83660 	0.59840 
