[Subject]	
[Date]	05/30/2016
[Time]	17:35:24
[Channels]	27
[Rate]	1000.000000
[Type]	Average
[Points]	1351
[Xmin]	-100.00000
[Sweeps]	5047
[Accepted]	189
[Rejected]	4858
[Domain]	Time
[Rows]	Points																									
[Electrode Labels]																											
[FP2]	        [AF4]	        [F2]	        [F4]	        [F6]	        [F8]	        [FC2]	        [FC4]	        [FC6]	        [FT8]	        [C2]	        [C4]	        [C6]	        [T8]	        [CP2]	        [CP4]	        [CP6]	        [TP8]	        [P2]	        [P4]	        [P6]	        [P8]	        [PO4]	        [PO6]	        [PO8]	        [O2]	        [CB2]	
[Electrode XUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Electrode YUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Average Data]
0.04605 	0.08255 	0.14725 	0.13655 	0.15300 	0.15555 	0.19675 	0.17055 	0.12265 	0.12695 	0.16070 	0.14135 	0.02630 	0.26345 	0.07350 	0.07730 	0.21770 	-0.45900 	0.05590 	0.03730 	0.20450 	0.09385 	0.08590 	0.09945 	0.26660 	-0.05145 	-0.13020 
0.06380 	0.09420 	0.17590 	0.16080 	0.16510 	0.15345 	0.22630 	0.19350 	0.11755 	0.08730 	0.18295 	0.15590 	-0.01085 	0.31515 	0.07095 	0.06825 	0.21805 	-0.41675 	0.05575 	0.03070 	0.19750 	0.09645 	0.09575 	0.10035 	0.25765 	-0.04525 	-0.12460 
0.07825 	0.09765 	0.19695 	0.17645 	0.16880 	0.15095 	0.24740 	0.20645 	0.10625 	0.04610 	0.19935 	0.16275 	-0.05230 	0.35180 	0.06440 	0.05420 	0.21255 	-0.37445 	0.05295 	0.02165 	0.18595 	0.09700 	0.10375 	0.09845 	0.24420 	-0.04205 	-0.12355 
0.08845 	0.09300 	0.20940 	0.18260 	0.16345 	0.14755 	0.25890 	0.20895 	0.08860 	0.00365 	0.20865 	0.16080 	-0.09655 	0.37070 	0.05290 	0.03420 	0.19935 	-0.33485 	0.04645 	0.00890 	0.16850 	0.09435 	0.10885 	0.09305 	0.22610 	-0.04210 	-0.12715 
0.09375 	0.08105 	0.21235 	0.17880 	0.14905 	0.14255 	0.26020 	0.20115 	0.06505 	-0.03930 	0.20995 	0.14925 	-0.14140 	0.37045 	0.03580 	0.00740 	0.17730 	-0.29960 	0.03535 	-0.00810 	0.14425 	0.08795 	0.11035 	0.08375 	0.20355 	-0.04535 	-0.13465 
0.09355 	0.06265 	0.20570 	0.16490 	0.12610 	0.13520 	0.25110 	0.18335 	0.03615 	-0.08145 	0.20275 	0.12785 	-0.18480 	0.35105 	0.01285 	-0.02645 	0.14575 	-0.26985 	0.01930 	-0.02985 	0.11255 	0.07745 	0.10760 	0.07055 	0.17730 	-0.05145 	-0.14510 
0.08750 	0.03925 	0.18940 	0.14130 	0.09555 	0.12450 	0.23180 	0.15650 	0.00290 	-0.12110 	0.18685 	0.09665 	-0.22480 	0.31380 	-0.01585 	-0.06745 	0.10490 	-0.24615 	-0.00185 	-0.05645 	0.07345 	0.06275 	0.10060 	0.05380 	0.14800 	-0.05955 	-0.15710 
0.07535 	0.01205 	0.16400 	0.10875 	0.05865 	0.10980 	0.20295 	0.12150 	-0.03380 	-0.15650 	0.16255 	0.05605 	-0.26000 	0.26090 	-0.04990 	-0.11515 	0.05520 	-0.22880 	-0.02770 	-0.08765 	0.02720 	0.04400 	0.08940 	0.03400 	0.11675 	-0.06875 	-0.16935 
0.05715 	-0.01770 	0.13015 	0.06815 	0.01710 	0.09065 	0.16530 	0.07950 	-0.07280 	-0.18640 	0.13045 	0.00715 	-0.28980 	0.19480 	-0.08850 	-0.16870 	-0.00220 	-0.21795 	-0.05775 	-0.12280 	-0.02535 	0.02175 	0.07455 	0.01190 	0.08455 	-0.07795 	-0.18065 
0.03300 	-0.04890 	0.08885 	0.02075 	-0.02745 	0.06690 	0.11990 	0.03150 	-0.11315 	-0.21015 	0.09120 	-0.04905 	-0.31435 	0.11820 	-0.13075 	-0.22705 	-0.06565 	-0.21365 	-0.09125 	-0.16115 	-0.08305 	-0.00340 	0.05640 	-0.01195 	0.05235 	-0.08625 	-0.19005 
