[Subject]	
[Date]	05/30/2016
[Time]	17:35:24
[Channels]	27
[Rate]	1000.000000
[Type]	Average
[Points]	1351
[Xmin]	-100.00000
[Sweeps]	5047
[Accepted]	189
[Rejected]	4858
[Domain]	Time
[Rows]	Points																									
[Electrode Labels]																											
[FP2]	        [AF4]	        [F2]	        [F4]	        [F6]	        [F8]	        [FC2]	        [FC4]	        [FC6]	        [FT8]	        [C2]	        [C4]	        [C6]	        [T8]	        [CP2]	        [CP4]	        [CP6]	        [TP8]	        [P2]	        [P4]	        [P6]	        [P8]	        [PO4]	        [PO6]	        [PO8]	        [O2]	        [CB2]	
[Electrode XUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Electrode YUnits]																											
[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	[Default]	
[Average Data]
-0.24615 	-0.32055 	-0.31855 	-0.32835 	-0.26300 	-0.17530 	-0.26815 	-0.33460 	-0.17990 	-0.06575 	-0.17865 	-0.29240 	-0.14420 	-0.42230 	-0.09690 	-0.21920 	-0.02845 	0.14810 	0.03985 	0.23105 	0.04405 	0.20675 	0.06560 	0.06525 	0.00245 	-0.01295 	-0.05330 
-0.24690 	-0.34090 	-0.31715 	-0.33065 	-0.27605 	-0.16540 	-0.27045 	-0.34840 	-0.19310 	-0.07360 	-0.19725 	-0.33130 	-0.14605 	-0.45085 	-0.13170 	-0.26965 	-0.05765 	0.13000 	0.00215 	0.19135 	0.00280 	0.17450 	0.03215 	0.02290 	-0.03975 	-0.03560 	-0.06930 
-0.23985 	-0.34790 	-0.30565 	-0.32330 	-0.28275 	-0.15275 	-0.26300 	-0.35085 	-0.19965 	-0.07825 	-0.20725 	-0.36065 	-0.13955 	-0.46555 	-0.16000 	-0.31265 	-0.08075 	0.11130 	-0.03020 	0.15540 	-0.03405 	0.14570 	0.00300 	-0.01545 	-0.07740 	-0.05410 	-0.08160 
-0.22500 	-0.34030 	-0.28420 	-0.30645 	-0.28250 	-0.13790 	-0.24620 	-0.34200 	-0.19900 	-0.08045 	-0.20865 	-0.38015 	-0.12515 	-0.46675 	-0.18150 	-0.34770 	-0.09790 	0.09190 	-0.05695 	0.12365 	-0.06610 	0.12015 	-0.02205 	-0.04930 	-0.11050 	-0.06840 	-0.09005 
-0.20340 	-0.31825 	-0.25410 	-0.28105 	-0.27505 	-0.12190 	-0.22110 	-0.32265 	-0.19110 	-0.08150 	-0.20230 	-0.39055 	-0.10425 	-0.45585 	-0.19660 	-0.37485 	-0.10965 	0.07140 	-0.07855 	0.09575 	-0.09350 	0.09715 	-0.04335 	-0.07875 	-0.13930 	-0.07880 	-0.09500 
-0.17635 	-0.28280 	-0.21700 	-0.24870 	-0.26055 	-0.10535 	-0.18940 	-0.29460 	-0.17620 	-0.08270 	-0.18955 	-0.39285 	-0.07840 	-0.43510 	-0.20630 	-0.39475 	-0.11690 	0.04955 	-0.09585 	0.07110 	-0.11660 	0.07575 	-0.06190 	-0.10415 	-0.16475 	-0.08600 	-0.09695 
-0.14555 	-0.23630 	-0.17515 	-0.21135 	-0.23970 	-0.08895 	-0.15325 	-0.26020 	-0.15500 	-0.08545 	-0.17220 	-0.38875 	-0.04990 	-0.40735 	-0.21180 	-0.40840 	-0.12065 	0.02585 	-0.11000 	0.04875 	-0.13615 	0.05490 	-0.07865 	-0.12620 	-0.18770 	-0.09095 	-0.09675 
-0.11280 	-0.18180 	-0.13075 	-0.17120 	-0.21340 	-0.07285 	-0.11495 	-0.22200 	-0.12840 	-0.09035 	-0.15220 	-0.38000 	-0.02125 	-0.37550 	-0.21465 	-0.41685 	-0.12215 	0.00040 	-0.12225 	0.02785 	-0.15290 	0.03370 	-0.09460 	-0.14575 	-0.20910 	-0.09460 	-0.09510 
-0.07995 	-0.12275 	-0.08635 	-0.13045 	-0.18300 	-0.05715 	-0.07655 	-0.18260 	-0.09760 	-0.09740 	-0.13170 	-0.36825 	0.00505 	-0.34220 	-0.21605 	-0.42135 	-0.12270 	-0.02650 	-0.13375 	0.00745 	-0.16770 	0.01130 	-0.11065 	-0.16345 	-0.22975 	-0.09775 	-0.09275 
-0.04835 	-0.06290 	-0.04395 	-0.09105 	-0.14985 	-0.04150 	-0.04025 	-0.14445 	-0.06415 	-0.10575 	-0.11225 	-0.35520 	0.02680 	-0.30950 	-0.21735 	-0.42305 	-0.12380 	-0.05420 	-0.14550 	-0.01320 	-0.18155 	-0.01300 	-0.12725 	-0.17995 	-0.25045 	-0.10120 	-0.09045 
